SNP	LG	CM
2_48910	3	23.27
2_06036	3	23.27
2_10977	3	23.27
2_12193	3	23.27
2_20857	3	23.27
2_31336	3	23.27
2_03388	3	23.36
2_06478	3	23.36
2_06479	3	23.36
2_39775	3	23.36
2_46308	3	23.36
2_49444	3	23.36
2_15877	3	23.36
2_05873	3	23.70
2_02742	3	23.70
2_06850	3	23.70
2_09440	3	23.70
2_17319	3	23.70
2_17978	3	23.70
2_21961	3	23.70
2_21962	3	23.70
2_25906	3	23.70
2_27032	3	23.70
2_28161	3	23.70
2_02741	3	23.70
2_05872	3	23.70
2_13120	3	23.70
2_13581	3	23.70
2_19121	3	23.70
2_20788	3	23.70
2_23320	3	23.70
2_23321	3	23.70
2_46858	3	23.70
2_52887	3	23.70
2_52901	3	23.70
2_52952	3	23.70
2_00395	3	23.70
1_1525	3	23.98
2_00100	3	23.98
2_04622	3	23.98
2_09682	3	23.98
2_13898	3	23.98
2_15477	3	23.98
2_26432	3	23.98
2_14350	3	23.98
2_13899	3	23.98
1_1350	3	23.98
2_04454	3	23.98
2_04455	3	23.98
2_14349	3	23.98
2_16932	3	23.98
2_18271	3	23.98
2_26366	3	23.98
2_50161	3	23.98
2_13723	3	24.26
2_10237	3	24.55
2_10234	3	24.55
2_10236	3	24.55
2_13051	3	24.55
2_13724	3	24.55
2_15637	3	24.55
2_38811	3	24.55
2_48282	3	24.55
2_02346	3	24.55
2_02455	3	24.55
2_02458	3	24.55
2_13050	3	24.55
2_15638	3	24.55
2_17238	3	24.55
2_42976	3	24.55
1_1224	3	24.83
2_52534	3	24.83
2_00022	3	24.83
2_00060	3	24.83
2_03524	3	24.83
2_06225	3	24.83
2_08978	3	24.83
2_08979	3	24.83
2_11665	3	24.83
2_11666	3	24.83
2_11888	3	24.83
2_13887	3	24.83
2_14470	3	24.83
2_18755	3	24.83
2_20892	3	24.83
2_31341	3	24.83
2_31916	3	24.83
2_32516	3	24.83
2_32961	3	24.83
2_38131	3	24.83
2_41442	3	24.83
2_42152	3	24.83
2_43562	3	24.83
2_49765	3	24.83
1_1170	3	24.83
2_18296	3	24.83
2_23345	3	24.83
2_31172	3	24.83
2_53153	3	24.83
1_0511	3	24.83
2_02009	3	24.83
2_03215	3	24.83
2_04378	3	24.83
2_11677	3	24.83
2_19200	3	24.83
2_19317	3	24.83
2_19318	3	24.83
2_19922	3	24.83
2_21274	3	24.83
2_22287	3	24.83
2_22288	3	24.83
2_23828	3	24.83
2_31423	3	24.83
2_39707	3	24.83
2_42431	3	24.83
2_43839	3	24.83
2_44228	3	24.83
2_47048	3	24.83
2_48846	3	24.83
2_51169	3	24.83
2_53649	3	24.83
2_54910	3	24.83
2_17806	3	24.83
2_25341	3	24.83
2_18500	3	24.83
2_18570	3	25.11
2_25582	3	25.11
2_43287	3	25.11
2_46392	3	25.11
2_43278	3	25.11
2_54032	3	25.11
2_50090	3	25.11
2_38206	3	25.11
1_0758	3	25.39
1_1022	3	25.39
2_14863	3	25.39
2_16378	3	25.39
2_23614	3	25.39
2_23615	3	25.39
2_07891	3	25.39
2_15971	3	25.39
2_16737	3	25.39
2_30598	3	25.39
2_34476	3	25.39
2_01947	3	25.70
2_01948	3	25.70
2_04880	3	25.70
2_08062	3	25.70
2_18417	3	25.70
2_25687	3	25.70
2_26557	3	25.70
2_27683	3	25.70
2_40875	3	25.70
2_45578	3	25.70
2_48421	3	25.70
2_55367	3	25.70
2_19962	3	25.70
2_31292	3	25.70
1_1286	3	25.70
2_01583	3	25.70
2_01697	3	25.70
2_03377	3	25.70
2_07759	3	25.70
2_08457	3	25.70
2_13981	3	25.70
2_14098	3	25.70
2_18482	3	25.70
2_23505	3	25.70
2_23548	3	25.70
2_24264	3	25.70
2_25174	3	25.70
2_27616	3	25.70
2_31223	3	25.70
2_38984	3	25.70
2_40236	3	25.70
2_42859	3	25.70
2_43320	3	25.70
2_50262	3	25.70
2_51703	3	25.70
2_53220	3	25.70
2_55023	3	25.70
2_07939	3	25.70
1_0086	3	25.70
1_1427	3	25.70
2_02804	3	25.70
2_09291	3	25.70
2_27134	3	25.70
2_52138	3	25.70
2_06475	3	25.70
2_01582	3	25.70
2_03378	3	25.70
2_06559	3	25.70
2_13980	3	25.70
2_14097	3	25.70
2_16431	3	25.70
2_16432	3	25.70
2_18413	3	25.70
2_20745	3	25.70
2_21099	3	25.70
2_23631	3	25.70
2_27843	3	25.70
2_01696	3	25.70
2_17015	3	26.05
2_22614	3	26.05
2_14253	3	26.05
2_17520	3	26.05
2_23042	3	26.05
2_24180	3	26.05
2_26215	3	26.05
2_47597	3	26.05
2_17014	3	26.05
2_23417	3	26.05
2_55349	3	26.05
2_22613	3	26.05
2_04153	3	26.05
2_05290	3	26.05
2_23043	3	26.05
2_24179	3	26.05
2_53283	3	26.05
2_55425	3	26.05
2_41751	3	26.05
2_54191	3	26.44
2_50315	3	26.56
2_18761	3	26.56
2_22134	3	26.56
2_23740	3	26.56
2_23741	3	26.56
2_25524	3	26.56
2_25525	3	26.56
2_26702	3	26.56
2_26972	3	26.56
2_28017	3	26.56
2_33308	3	26.56
2_39021	3	26.56
2_45122	3	26.56
2_47870	3	26.56
2_54914	3	26.56
2_54960	3	26.56
2_52496	3	26.56
2_04729	3	26.56
2_17294	3	26.56
2_19596	3	26.56
2_43515	3	26.56
2_45843	3	26.56
2_48359	3	26.56
2_49029	3	26.56
2_40855	3	26.56
2_32384	3	26.56
2_05429	3	26.56
2_05832	3	26.56
2_17136	3	26.56
2_18299	3	26.56
2_20194	3	26.56
2_22133	3	26.56
2_26703	3	26.56
2_26894	3	26.56
2_27120	3	26.56
2_27698	3	26.56
2_28246	3	26.56
2_34516	3	26.56
2_35062	3	26.56
2_35086	3	26.56
2_45626	3	26.56
1_1205	3	26.56
2_02700	3	26.56
2_14027	3	26.56
2_14028	3	26.56
2_52657	3	26.56
2_39598	3	26.56
2_42449	3	27.07
2_05324	3	27.07
2_08736	3	27.07
2_10958	3	27.07
2_19654	3	27.07
2_23831	3	27.07
2_28563	3	27.07
2_31917	3	27.07
2_40468	3	27.07
2_42753	3	27.07
2_47208	3	27.07
2_51670	3	27.07
2_52224	3	27.07
2_52491	3	27.07
2_53292	3	27.07
2_54604	3	27.07
2_04325	3	27.07
2_05321	3	27.07
2_10603	3	27.07
2_13371	3	27.07
2_13372	3	27.07
2_21483	3	27.07
2_21493	3	27.07
2_21494	3	27.07
2_31089	3	27.07
2_33303	3	27.07
2_41051	3	27.07
2_41759	3	27.07
2_43730	3	27.07
2_43798	3	27.07
2_48501	3	27.07
2_49701	3	27.07
2_48335	3	27.57
1_1171	3	27.57
2_01762	3	27.57
2_10878	3	27.57
2_14243	3	27.57
2_15465	3	27.57
2_15466	3	27.57
2_15998	3	27.57
2_17936	3	27.57
2_27275	3	27.57
2_37484	3	27.57
2_43729	3	27.57
2_44222	3	27.57
2_45619	3	27.57
2_47671	3	27.57
2_47793	3	27.57
2_49552	3	27.57
2_51099	3	27.57
2_53285	3	27.57
2_52148	3	27.57
2_04398	3	27.57
2_04399	3	27.57
2_10875	3	27.57
2_10876	3	27.57
2_15051	3	27.57
2_21056	3	27.57
2_34497	3	27.57
2_46574	3	27.57
2_55371	3	27.57
2_03501	3	27.98
2_15769	3	27.98
2_28913	3	27.98
2_51474	3	27.98
2_52975	3	27.98
2_53077	3	27.98
2_00661	3	27.98
2_03165	3	27.98
2_03166	3	27.98
2_06968	3	27.98
2_16725	3	27.98
2_52261	3	27.98
2_25522	3	28.40
2_29443	3	28.40
2_50648	3	28.40
2_25529	3	28.40
1_0145	3	28.40
2_01091	3	28.40
2_01092	3	28.40
2_05647	3	28.40
2_25484	3	28.40
2_26091	3	28.40
2_48492	3	28.40
2_50312	3	28.40
2_26873	3	28.40
2_46974	3	28.40
1_1277	3	28.40
2_01438	3	28.40
2_03806	3	28.40
2_09045	3	28.40
2_29444	3	28.40
2_02436	3	28.40
2_14658	3	29.10
2_10292	3	29.10
2_13170	3	29.10
2_18263	3	29.10
2_23651	3	29.10
2_25967	3	29.10
2_52489	3	29.10
2_51003	3	29.10
2_44877	3	29.10
2_35606	3	29.10
2_17126	3	29.10
2_19093	3	29.10
2_31891	3	29.10
2_35958	3	29.10
2_36111	3	29.10
2_43436	3	29.10
2_52622	3	29.10
2_41540	3	29.80
2_17086	3	29.80
2_32545	3	29.80
2_30129	3	30.29
2_52190	3	30.29
2_06382	3	30.29
2_23724	3	30.29
2_36873	3	30.29
2_43457	3	30.29
2_54150	3	30.29
2_54163	3	30.29
2_40092	3	30.29
2_22963	3	30.29
2_32458	3	30.29
2_00135	3	30.29
2_04056	3	30.29
2_04960	3	30.29
2_23725	3	30.29
2_43050	3	30.29
2_50348	3	30.29
2_22962	3	30.29
2_08942	3	30.29
2_13600	3	30.29
2_26859	3	30.29
2_47069	3	30.29
2_25214	3	30.29
2_16334	3	30.68
2_38543	3	30.68
2_16333	3	30.68
2_28609	3	30.68
2_32714	3	30.68
2_33607	3	30.68
2_39495	3	30.68
2_40058	3	30.68
2_49989	3	30.68
2_50014	3	30.68
2_52028	3	30.68
2_52497	3	30.68
2_07303	3	30.68
2_10735	3	30.68
2_30813	3	30.68
2_33491	3	30.68
2_42260	3	30.68
2_52293	3	30.68
2_46793	3	31.39
2_08488	3	31.39
2_38269	3	31.79
2_39100	3	32.47
2_00295	3	32.47
2_03170	3	32.47
2_12402	3	32.47
2_16274	3	32.47
2_16277	3	32.47
2_24473	3	32.47
2_25257	3	32.47
2_26153	3	32.47
2_31412	3	32.47
2_33503	3	32.47
2_38176	3	32.47
2_43517	3	32.47
2_44914	3	32.47
2_50756	3	32.47
2_55477	3	32.47
2_54160	3	32.47
2_40258	3	32.47
2_44561	3	32.47
2_54913	3	32.47
2_00293	3	32.47
2_15438	3	32.47
2_26154	3	32.47
2_27064	3	32.47
2_54445	3	32.47
2_03476	3	32.61
2_03477	3	32.61
2_42217	3	32.61
2_44124	3	32.61
2_02162	3	32.61
2_13805	3	32.61
2_14635	3	32.61
2_30086	3	32.61
2_40057	3	32.61
2_44643	3	32.61
2_44859	3	32.61
2_46179	3	32.61
2_11548	3	32.61
2_39550	3	32.61
2_43240	3	32.61
2_41047	3	32.61
2_00650	3	32.61
2_01469	3	32.61
2_02161	3	32.61
2_03692	3	32.61
2_05483	3	32.61
2_21989	3	32.61
2_25727	3	32.61
2_28283	3	32.61
2_30797	3	32.61
2_31158	3	32.61
2_48616	3	32.61
2_46561	3	32.61
2_51311	3	32.61
2_24566	3	32.61
2_47731	3	33.04
2_05401	3	33.19
2_44155	3	33.19
2_47278	3	33.19
2_47480	3	33.19
2_52645	3	33.19
2_46845	3	33.19
2_47624	3	33.19
2_48772	3	33.19
2_00468	3	33.60
2_24637	3	33.60
2_24638	3	33.60
2_31017	3	33.60
2_32455	3	33.60
2_00467	3	33.60
2_10633	3	33.74
2_14550	3	33.74
2_31584	3	33.74
2_40047	3	33.74
2_49514	3	33.74
2_53186	3	33.74
2_53893	3	33.74
2_54257	3	33.74
2_13086	3	33.74
2_32566	3	33.74
2_39171	3	33.74
2_39847	3	33.74
2_41256	3	33.74
2_44437	3	33.74
2_53956	3	33.74
2_02782	3	34.20
2_09244	3	34.20
2_21754	3	34.20
2_26374	3	34.20
2_28664	3	34.20
2_37416	3	34.20
2_38438	3	34.20
2_40309	3	34.20
2_52056	3	34.20
2_52197	3	34.20
2_53783	3	34.20
2_54149	3	34.20
2_54766	3	34.20
2_05576	3	34.20
2_28211	3	34.20
2_10911	3	34.20
2_42091	3	34.20
2_50133	3	34.20
2_04469	3	34.20
1_1439	3	34.20
1_0247	3	34.33
2_38328	3	34.33
2_41557	3	34.33
2_43393	3	34.33
2_50652	3	34.33
2_54194	3	34.33
2_54012	3	34.33
2_18631	3	34.33
2_33597	3	34.33
2_34728	3	34.33
2_43952	3	34.85
2_10359	3	34.85
2_34159	3	34.85
2_42688	3	34.85
2_46404	3	34.85
2_00955	3	34.85
2_34562	3	34.85
2_37673	3	34.85
2_02281	3	34.85
2_33598	3	34.85
2_40915	3	35.68
2_38094	3	35.82
2_03083	3	35.82
2_23065	3	35.82
2_48867	3	35.82
2_55489	3	35.96
2_03596	3	36.40
2_29877	3	36.40
2_43501	3	36.40
2_45312	3	36.40
2_06057	3	36.40
2_28421	3	36.87
2_45620	3	37.07
2_32781	3	37.07
2_37604	3	37.07
2_39441	3	37.07
2_40498	3	37.07
2_47286	3	37.07
2_47346	3	37.07
2_52111	3	37.07
2_54159	3	37.07
2_52542	3	37.07
2_05300	3	37.07
2_14392	3	37.07
2_25800	3	37.07
2_44032	3	37.07
2_49800	3	37.07
2_51337	3	37.07
2_53447	3	37.07
2_06420	3	37.07
2_22171	3	37.07
2_28763	3	37.07
2_07248	3	37.52
2_19153	3	37.52
2_32225	3	37.52
2_38142	3	37.52
2_38143	3	37.52
2_40724	3	37.52
2_44090	3	37.52
2_46450	3	37.52
2_07250	3	37.52
2_42434	3	37.52
2_38995	3	38.02
2_02394	3	38.02
2_04422	3	38.02
2_18251	3	38.02
2_20270	3	38.02
2_20984	3	38.02
2_33432	3	38.02
2_38095	3	38.02
2_38336	3	38.02
2_41046	3	38.02
2_41175	3	38.02
2_44551	3	38.02
2_46206	3	38.02
2_47784	3	38.02
2_48304	3	38.02
2_49098	3	38.02
2_39248	3	38.02
2_50074	3	38.02
2_44822	3	38.02
2_02748	3	38.02
2_05532	3	38.02
2_06919	3	38.02
2_13501	3	38.02
2_18250	3	38.02
2_23882	3	38.02
2_29875	3	38.02
2_31926	3	38.02
2_47167	3	38.02
2_49071	3	38.02
2_49110	3	38.02
2_47969	3	38.02
2_07155	3	38.52
2_16601	3	38.52
2_28249	3	38.52
2_30687	3	38.52
2_39862	3	38.52
2_40472	3	38.52
2_17398	3	38.52
2_31008	3	38.52
2_52003	3	38.52
2_12396	3	38.52
2_24871	3	38.94
2_29398	3	38.94
2_01688	3	38.94
2_24621	3	38.94
2_47076	3	38.94
2_39180	3	38.94
2_16561	3	38.94
2_21682	3	38.94
2_28344	3	38.94
2_33678	3	38.94
2_34475	3	38.94
2_35503	3	38.94
2_37791	3	38.94
2_40018	3	38.94
2_40190	3	38.94
2_41114	3	38.94
2_41232	3	38.94
2_41503	3	38.94
2_42406	3	38.94
2_42461	3	38.94
2_48112	3	38.94
2_49271	3	38.94
2_53740	3	38.94
2_54058	3	38.94
2_54886	3	38.94
2_55284	3	38.94
2_42983	3	38.94
2_40152	3	38.94
2_02790	3	38.94
2_04502	3	38.94
2_16694	3	38.94
2_26388	3	38.94
2_34663	3	38.94
2_38298	3	38.94
2_42142	3	38.94
2_43157	3	38.94
2_26732	3	38.94
2_49027	3	38.94
2_00855	3	39.37
2_38457	3	39.37
2_25193	3	39.37
2_31773	3	39.37
2_07310	3	39.37
2_08459	3	39.37
2_09318	3	39.37
2_10408	3	39.37
2_14502	3	39.37
2_14503	3	39.37
2_15114	3	39.37
2_24043	3	39.37
2_24093	3	39.37
2_24094	3	39.37
2_24460	3	39.37
2_26052	3	39.37
2_26115	3	39.37
2_26390	3	39.37
2_27122	3	39.37
2_34567	3	39.37
2_39580	3	39.37
2_43842	3	39.37
2_43878	3	39.37
2_44214	3	39.37
2_48162	3	39.37
2_48176	3	39.37
2_49176	3	39.37
2_49615	3	39.37
2_54261	3	39.37
2_53369	3	39.37
2_39783	3	39.37
2_28475	3	39.37
2_00856	3	39.37
2_01635	3	39.37
2_12194	3	39.37
2_12195	3	39.37
2_23568	3	39.37
2_25998	3	39.37
2_27924	3	39.37
2_29801	3	39.37
2_33228	3	39.37
2_34329	3	39.37
2_38458	3	39.37
2_42070	3	39.37
2_42709	3	39.37
2_48348	3	39.37
2_48902	3	39.37
2_49551	3	39.37
2_50305	3	39.37
2_53151	3	39.37
2_55603	3	39.37
2_28223	3	39.37
2_53111	3	39.37
2_01885	3	39.37
2_48062	3	39.37
2_54369	3	39.37
2_43753	3	39.52
2_42900	3	40.30
2_24987	3	40.30
2_01829	3	40.30
2_39561	3	41.30
2_48096	3	41.30
2_50812	3	41.30
2_52588	3	41.30
2_52999	3	41.30
2_10332	3	41.30
2_40601	3	41.77
2_03512	3	41.98
2_28387	3	41.98
1_0968	3	41.98
2_03511	3	41.98
2_10882	3	41.98
2_18992	3	41.98
2_25473	3	41.98
2_26612	3	41.98
2_42071	3	41.98
2_51694	3	41.98
2_52516	3	41.98
2_53883	3	41.98
2_10883	3	41.98
2_14214	3	41.98
2_37508	3	41.98
2_49093	3	41.98
2_53829	3	41.98
2_28342	3	41.98
2_49645	3	42.53
2_53107	3	42.53
2_04834	3	42.87
2_26527	3	42.87
2_40393	3	42.87
2_33553	3	42.87
2_02662	3	43.54
2_02663	3	43.54
2_02703	3	43.54
2_49112	3	43.54
2_54610	3	43.54
2_52925	3	43.54
2_31829	3	43.54
2_48413	3	43.54
2_53084	3	43.54
2_47171	3	44.21
2_44040	3	44.21
2_45962	3	44.21
2_48544	3	44.21
2_26322	3	44.21
2_51634	3	44.21
2_37901	3	44.21
2_38809	3	44.21
2_49194	3	44.21
2_29859	3	44.21
2_01699	3	44.21
2_49158	3	44.21
2_32019	3	44.21
2_00285	3	44.21
2_00528	3	44.21
2_00529	3	44.21
2_01698	3	44.21
2_05537	3	44.21
2_05812	3	44.21
2_07307	3	44.21
2_07889	3	44.21
2_08063	3	44.21
2_08064	3	44.21
2_09027	3	44.21
2_09550	3	44.21
2_12136	3	44.21
2_14915	3	44.21
2_14916	3	44.21
2_15043	3	44.21
2_24398	3	44.21
2_24399	3	44.21
2_26821	3	44.21
2_27607	3	44.21
2_28880	3	44.21
2_31984	3	44.21
2_32143	3	44.21
2_33931	3	44.21
2_34595	3	44.21
2_38810	3	44.21
2_40666	3	44.21
2_40942	3	44.21
2_41372	3	44.21
2_42122	3	44.21
2_43961	3	44.21
2_44118	3	44.21
2_44324	3	44.21
2_45037	3	44.21
2_45768	3	44.21
2_46606	3	44.21
2_47219	3	44.21
2_47695	3	44.21
2_48175	3	44.21
2_49097	3	44.21
2_49388	3	44.21
2_50247	3	44.21
2_50635	3	44.21
2_52140	3	44.21
2_54580	3	44.21
2_44929	3	44.21
2_52646	3	44.21
2_39153	3	44.21
2_50923	3	44.21
2_40994	3	44.21
2_00239	3	44.21
1_0654	3	44.21
2_00139	3	44.21
2_00140	3	44.21
2_00286	3	44.21
2_00845	3	44.21
2_03572	3	44.21
2_04079	3	44.21
2_05060	3	44.21
2_05938	3	44.21
2_07308	3	44.21
2_09026	3	44.21
2_12137	3	44.21
2_14187	3	44.21
2_14586	3	44.21
2_15319	3	44.21
2_16433	3	44.21
2_17031	3	44.21
2_23203	3	44.21
2_24397	3	44.21
2_24500	3	44.21
2_24502	3	44.21
2_25271	3	44.21
2_25425	3	44.21
2_26518	3	44.21
2_27430	3	44.21
2_29495	3	44.21
2_29793	3	44.21
2_30407	3	44.21
2_39165	3	44.21
2_40811	3	44.21
2_46371	3	44.21
2_47715	3	44.21
2_54345	3	44.21
2_54574	3	44.21
2_39466	3	44.63
2_05869	3	45.33
2_04134	3	46.01
2_54117	3	46.71
2_29166	3	46.71
2_15846	3	47.42
2_17432	3	47.42
2_19926	3	47.42
2_22772	3	47.42
2_37393	3	47.42
2_41123	3	47.42
2_45407	3	47.42
2_52021	3	47.42
2_44139	3	47.42
2_08682	3	47.42
2_09853	3	47.42
2_12614	3	47.42
2_15847	3	47.42
2_18938	3	47.42
2_26068	3	47.42
2_38761	3	47.42
2_50067	3	47.42
2_52363	3	47.84
2_06680	3	48.53
2_24681	3	49.22
2_51878	3	49.22
2_00418	3	49.22
2_00419	3	49.22
2_00883	3	49.22
2_01342	3	49.22
2_01343	3	49.22
2_02708	3	49.22
2_02855	3	49.22
2_03413	3	49.22
2_03484	3	49.22
2_03549	3	49.22
2_03717	3	49.22
2_03918	3	49.22
2_03968	3	49.22
2_03973	3	49.22
2_04273	3	49.22
2_04742	3	49.22
2_05350	3	49.22
2_06031	3	49.22
2_06390	3	49.22
2_06402	3	49.22
2_06664	3	49.22
2_07811	3	49.22
2_08399	3	49.22
2_09191	3	49.22
2_09363	3	49.22
2_09364	3	49.22
2_09507	3	49.22
2_09770	3	49.22
2_09951	3	49.22
2_10478	3	49.22
2_10614	3	49.22
2_11495	3	49.22
2_11808	3	49.22
2_11849	3	49.22
2_11850	3	49.22
2_11942	3	49.22
2_12252	3	49.22
2_12435	3	49.22
2_12657	3	49.22
2_13079	3	49.22
2_13673	3	49.22
2_14419	3	49.22
2_14659	3	49.22
2_15163	3	49.22
2_15164	3	49.22
2_15435	3	49.22
2_15436	3	49.22
2_15644	3	49.22
2_15645	3	49.22
2_15651	3	49.22
2_15714	3	49.22
2_16140	3	49.22
2_16679	3	49.22
2_18448	3	49.22
2_18840	3	49.22
2_19465	3	49.22
2_20255	3	49.22
2_20303	3	49.22
2_21078	3	49.22
2_21214	3	49.22
2_22284	3	49.22
2_22491	3	49.22
2_22658	3	49.22
2_22916	3	49.22
2_23244	3	49.22
2_23245	3	49.22
2_23426	3	49.22
2_23466	3	49.22
2_24039	3	49.22
2_24373	3	49.22
2_24380	3	49.22
2_24680	3	49.22
2_24682	3	49.22
2_24805	3	49.22
2_26254	3	49.22
2_26729	3	49.22
2_26748	3	49.22
2_27245	3	49.22
2_27395	3	49.22
2_28451	3	49.22
2_29231	3	49.22
2_32364	3	49.22
2_32858	3	49.22
2_33435	3	49.22
2_33960	3	49.22
2_37613	3	49.22
2_37714	3	49.22
2_38665	3	49.22
2_38752	3	49.22
2_39152	3	49.22
2_39462	3	49.22
2_40323	3	49.22
2_41910	3	49.22
2_42234	3	49.22
2_43191	3	49.22
2_43455	3	49.22
2_44614	3	49.22
2_45286	3	49.22
2_45884	3	49.22
2_45894	3	49.22
2_46564	3	49.22
2_46610	3	49.22
2_46641	3	49.22
2_47282	3	49.22
2_47402	3	49.22
2_47773	3	49.22
2_49010	3	49.22
2_49107	3	49.22
2_49695	3	49.22
2_50381	3	49.22
2_51961	3	49.22
2_52103	3	49.22
2_52147	3	49.22
2_53244	3	49.22
2_53604	3	49.22
2_53703	3	49.22
2_53918	3	49.22
2_53930	3	49.22
2_54001	3	49.22
2_54836	3	49.22
2_55314	3	49.22
2_20381	3	49.22
2_47564	3	49.22
2_45537	3	49.22
2_51301	3	49.22
2_28494	3	49.22
2_44978	3	49.22
2_43533	3	49.22
2_49798	3	49.22
2_50596	3	49.22
2_12296	3	49.22
2_12777	3	49.22
1_1085	3	49.22
1_0139	3	49.22
1_0604	3	49.22
1_1027	3	49.22
1_1075	3	49.22
1_1369	3	49.22
2_00246	3	49.22
2_02210	3	49.22
2_02211	3	49.22
2_02228	3	49.22
2_03033	3	49.22
2_03550	3	49.22
2_03713	3	49.22
2_03961	3	49.22
2_04712	3	49.22
2_04713	3	49.22
2_05124	3	49.22
2_05369	3	49.22
2_05505	3	49.22
2_05506	3	49.22
2_05865	3	49.22
2_06389	3	49.22
2_06397	3	49.22
2_07810	3	49.22
2_08136	3	49.22
2_08137	3	49.22
2_09041	3	49.22
2_09480	3	49.22
2_09627	3	49.22
2_09769	3	49.22
2_09857	3	49.22
2_10477	3	49.22
2_10480	3	49.22
2_10613	3	49.22
2_11166	3	49.22
2_11455	3	49.22
2_11941	3	49.22
2_13211	3	49.22
2_13672	3	49.22
2_13802	3	49.22
2_15042	3	49.22
2_15226	3	49.22
2_15388	3	49.22
2_15580	3	49.22
2_15830	3	49.22
2_16281	3	49.22
2_16680	3	49.22
2_17441	3	49.22
2_18572	3	49.22
2_19368	3	49.22
2_19556	3	49.22
2_19887	3	49.22
2_21213	3	49.22
2_22123	3	49.22
2_22490	3	49.22
2_22636	3	49.22
2_23311	3	49.22
2_24378	3	49.22
2_24810	3	49.22
2_24811	3	49.22
2_25637	3	49.22
2_25922	3	49.22
2_26364	3	49.22
2_26749	3	49.22
2_26842	3	49.22
2_27109	3	49.22
2_27156	3	49.22
2_27215	3	49.22
2_27821	3	49.22
2_27848	3	49.22
2_28180	3	49.22
2_28450	3	49.22
2_28636	3	49.22
2_29513	3	49.22
2_29894	3	49.22
2_30004	3	49.22
2_30005	3	49.22
2_30325	3	49.22
2_30849	3	49.22
2_30852	3	49.22
2_32695	3	49.22
2_34610	3	49.22
2_38079	3	49.22
2_38751	3	49.22
2_41247	3	49.22
2_41459	3	49.22
2_42565	3	49.22
2_43140	3	49.22
2_44043	3	49.22
2_45224	3	49.22
2_45988	3	49.22
2_46154	3	49.22
2_46770	3	49.22
2_49037	3	49.22
2_49423	3	49.22
2_49668	3	49.22
2_50562	3	49.22
2_50647	3	49.22
2_50850	3	49.22
2_51981	3	49.22
2_52954	3	49.22
2_53479	3	49.22
2_53865	3	49.22
2_53868	3	49.22
2_54724	3	49.22
2_55083	3	49.22
2_15189	3	49.22
2_15257	3	49.22
2_20558	3	49.22
2_24893	3	49.22
2_18864	3	49.22
2_06819	3	49.22
2_25021	3	49.22
2_47956	3	49.63
2_50406	3	50.04
2_29952	3	50.39
2_05894	3	51.28
2_15118	3	51.28
2_40158	3	51.28
2_05895	3	51.28
2_21427	3	51.28
2_23046	3	51.28
2_46343	3	51.28
2_48707	3	51.28
2_06572	3	51.92
2_11464	3	51.92
2_52711	3	51.92
2_01881	3	51.92
2_31597	3	52.39
2_19517	3	52.39
2_02350	3	52.39
2_02917	3	52.39
2_07140	3	52.39
2_22198	3	52.39
2_25719	3	52.39
2_32546	3	52.39
2_38816	3	52.39
2_50152	3	52.39
2_54263	3	52.39
2_36411	3	52.39
1_0352	3	52.39
2_05475	3	52.39
2_15816	3	52.39
2_17907	3	52.39
2_27991	3	52.39
2_02349	3	52.39
2_53786	3	52.39
2_05272	3	52.54
2_18641	3	52.54
2_04070	3	52.54
2_47333	3	52.69
2_25963	3	53.12
2_05600	3	53.26
2_10689	3	53.26
2_20302	3	53.26
2_21326	3	53.26
2_29943	3	53.26
2_31179	3	53.26
2_43543	3	53.26
2_05599	3	53.26
2_05598	3	53.26
2_02045	3	53.26
2_02046	3	53.26
2_10690	3	53.26
2_10691	3	53.26
2_20217	3	53.26
2_21313	3	53.26
2_21314	3	53.26
2_21325	3	53.26
2_41545	3	53.26
2_41615	3	53.26
2_45898	3	53.26
2_49302	3	53.26
2_36431	3	53.26
2_19624	3	53.26
2_10183	3	53.40
2_51860	3	53.40
2_05187	3	53.82
2_05188	3	53.82
2_10182	3	53.82
2_10184	3	53.82
2_17106	3	53.82
2_03487	3	54.27
2_10367	3	54.27
2_11335	3	54.27
2_34570	3	54.27
2_47575	3	54.27
2_43392	3	54.38
2_24781	3	54.38
2_14054	3	55.00
2_19827	3	55.00
2_19860	3	55.00
2_20740	3	55.00
2_21291	3	55.00
2_21292	3	55.00
2_28335	3	55.00
2_33460	3	55.00
2_51089	3	55.00
2_54116	3	55.00
1_0984	3	55.00
2_34133	3	55.37
2_10266	3	55.37
2_14382	3	55.37
2_17685	3	55.37
2_32850	3	55.79
2_13294	3	56.30
2_03075	3	57.14
2_03077	3	57.14
2_06727	3	57.14
2_06745	3	57.70
2_06791	3	57.70
2_14827	3	57.70
2_18002	3	57.70
2_18785	3	57.70
2_19803	3	57.70
2_39797	3	57.70
2_51968	3	57.70
1_1162	3	57.70
2_06742	3	57.70
2_13778	3	57.70
2_27218	3	57.70
2_32069	3	57.70
2_08089	3	57.70
2_18003	3	57.70
2_20843	3	57.70
2_31046	3	57.70
2_31125	3	57.70
2_02579	3	58.26
2_02683	3	58.26
2_42902	3	58.26
2_53702	3	58.26
2_49382	3	58.82
2_00025	3	58.82
2_02614	3	58.82
2_12123	3	58.82
2_15871	3	58.82
2_26098	3	58.82
2_36899	3	58.82
2_36944	3	58.82
2_41713	3	58.82
2_53583	3	58.82
2_04122	3	58.82
2_01822	3	58.82
