SNP	LG	CM
1_1205	3	44.692
2_04730	3	44.692
2_13371	3	44.692
2_13372	3	44.692
2_18847	3	44.692
2_33303	3	44.692
2_10098	3	45.23
2_19654	3	45.23
2_23094	3	45.23
2_38339	3	45.23
2_42449	3	45.23
2_51670	3	45.23
2_04324	3	45.23
2_23093	3	45.23
2_49701	3	45.23
2_52487	3	45.23
2_05322	3	45.768
2_05324	3	45.768
2_10734	3	45.768
2_11802	3	45.768
2_12178	3	45.768
2_12179	3	45.768
2_15052	3	45.768
2_18360	3	45.768
2_21484	3	45.768
2_22593	3	45.768
2_23831	3	45.768
2_28563	3	45.768
2_31917	3	45.768
2_32177	3	45.768
2_40468	3	45.768
2_44315	3	45.768
2_45619	3	45.768
2_46403	3	45.768
2_47671	3	45.768
2_52491	3	45.768
2_53292	3	45.768
2_05321	3	45.768
2_05323	3	45.768
2_15051	3	45.768
2_21483	3	45.768
2_21493	3	45.768
2_21494	3	45.768
2_29835	3	45.768
2_31089	3	45.768
2_31480	3	45.768
2_41051	3	45.768
2_41759	3	45.768
2_43730	3	45.768
2_43798	3	45.768
2_48501	3	45.768
2_51162	3	45.768
2_51980	3	45.768
2_52148	3	45.768
2_54410	3	45.768
2_55118	3	45.768
2_55371	3	45.768
1_1171	3	46.305
2_01761	3	46.305
2_01762	3	46.305
2_03298	3	46.305
2_09709	3	46.305
2_10877	3	46.305
2_10878	3	46.305
2_15465	3	46.305
2_15466	3	46.305
2_15998	3	46.305
2_17936	3	46.305
2_21057	3	46.305
2_27275	3	46.305
2_43317	3	46.305
2_43729	3	46.305
2_47793	3	46.305
2_49552	3	46.305
2_49774	3	46.305
2_51099	3	46.305
2_53285	3	46.305
2_53804	3	46.305
2_54328	3	46.305
2_04398	3	46.305
2_04399	3	46.305
2_09708	3	46.305
2_10875	3	46.305
2_10876	3	46.305
2_17935	3	46.305
2_19179	3	46.305
2_19180	3	46.305
2_21056	3	46.305
2_29708	3	46.305
2_34497	3	46.305
2_43282	3	46.305
2_48966	3	46.305
2_49258	3	46.305
2_49718	3	46.305
2_23897	3	46.843
2_17126	3	47.93
2_17476	3	47.93
2_51786	3	47.93
2_17765	3	48.468
2_42241	3	48.468
2_00135	3	49.555
2_04056	3	49.555
2_06381	3	49.555
2_13600	3	49.555
2_16052	3	49.555
2_23724	3	49.555
2_24497	3	49.555
2_25215	3	49.555
2_26051	3	49.555
2_32660	3	49.555
2_33097	3	49.555
2_37908	3	49.555
2_48115	3	49.555
2_49346	3	49.555
2_51012	3	49.555
2_52190	3	49.555
2_54163	3	49.555
2_04960	3	49.555
2_06382	3	49.555
2_23725	3	49.555
2_24595	3	49.555
2_25214	3	49.555
2_26182	3	49.555
2_30129	3	49.555
2_32458	3	49.555
2_41026	3	49.555
2_44486	3	49.555
2_54150	3	49.555
2_05757	3	50.642
2_47002	3	50.642
2_16333	3	50.642
2_16334	3	50.642
1_0740	3	51.18
2_08488	3	51.18
2_13690	3	51.18
2_19026	3	51.18
2_20881	3	51.18
2_23825	3	51.18
2_26312	3	51.18
2_30371	3	51.18
2_33491	3	51.18
2_37765	3	51.18
2_37880	3	51.18
2_39633	3	51.18
2_41440	3	51.18
2_43275	3	51.18
2_44713	3	51.18
2_44859	3	51.18
2_49451	3	51.18
2_52124	3	51.18
2_52293	3	51.18
2_53677	3	51.18
2_02786	3	51.18
2_04363	3	51.18
2_08489	3	51.18
2_10953	3	51.18
2_33607	3	51.18
2_38542	3	51.18
2_38543	3	51.18
2_39889	3	51.18
2_46793	3	51.18
2_49989	3	51.18
2_50014	3	51.18
2_52497	3	51.18
2_55029	3	51.18
2_55060	3	51.18
2_43522	3	51.717
2_00468	3	52.804
2_01650	3	52.804
2_02280	3	52.804
2_02783	3	52.804
2_02833	3	52.804
2_03430	3	52.804
2_05400	3	52.804
2_09244	3	52.804
2_10633	3	52.804
2_10911	3	52.804
2_14550	3	52.804
2_14551	3	52.804
2_17791	3	52.804
2_21332	3	52.804
2_24326	3	52.804
2_24327	3	52.804
2_24637	3	52.804
2_24638	3	52.804
2_25378	3	52.804
2_26099	3	52.804
2_31017	3	52.804
2_31058	3	52.804
2_32455	3	52.804
2_38327	3	52.804
2_38438	3	52.804
2_39371	3	52.804
2_40047	3	52.804
2_40309	3	52.804
2_41082	3	52.804
2_41297	3	52.804
2_42365	3	52.804
2_45377	3	52.804
2_45507	3	52.804
2_45849	3	52.804
2_46845	3	52.804
2_47018	3	52.804
2_47139	3	52.804
2_47624	3	52.804
2_48772	3	52.804
2_48789	3	52.804
2_49514	3	52.804
2_50133	3	52.804
2_50204	3	52.804
2_50462	3	52.804
2_50776	3	52.804
2_50883	3	52.804
2_53168	3	52.804
2_53186	3	52.804
2_53893	3	52.804
2_54257	3	52.804
2_54363	3	52.804
1_0163	3	52.804
1_0247	3	52.804
2_00467	3	52.804
2_01458	3	52.804
2_02782	3	52.804
2_03429	3	52.804
2_04469	3	52.804
2_04756	3	52.804
2_05401	3	52.804
2_10359	3	52.804
2_11383	3	52.804
2_13086	3	52.804
2_14478	3	52.804
2_18630	3	52.804
2_19725	3	52.804
2_21331	3	52.804
2_21753	3	52.804
2_21754	3	52.804
2_21938	3	52.804
2_24568	3	52.804
2_26157	3	52.804
2_26489	3	52.804
2_28664	3	52.804
2_30577	3	52.804
2_31517	3	52.804
2_32566	3	52.804
2_34159	3	52.804
2_39171	3	52.804
2_39847	3	52.804
2_41256	3	52.804
2_41481	3	52.804
2_42893	3	52.804
2_44155	3	52.804
2_44437	3	52.804
2_45580	3	52.804
2_45827	3	52.804
2_46096	3	52.804
2_46275	3	52.804
2_46838	3	52.804
2_47195	3	52.804
2_47278	3	52.804
2_47480	3	52.804
2_47731	3	52.804
2_48973	3	52.804
2_52645	3	52.804
2_53956	3	52.804
2_54046	3	52.804
2_54766	3	52.804
2_00330	3	53.342
2_05301	3	53.342
2_06057	3	53.342
2_07250	3	53.342
2_14161	3	53.342
2_14162	3	53.342
2_14391	3	53.342
2_14392	3	53.342
2_15515	3	53.342
2_15960	3	53.342
2_15961	3	53.342
2_25800	3	53.342
2_29876	3	53.342
2_30884	3	53.342
2_30937	3	53.342
2_31413	3	53.342
2_31752	3	53.342
2_39247	3	53.342
2_39894	3	53.342
2_40021	3	53.342
2_40915	3	53.342
2_42434	3	53.342
2_42765	3	53.342
2_43060	3	53.342
2_43397	3	53.342
2_44120	3	53.342
2_48740	3	53.342
2_50702	3	53.342
2_53240	3	53.342
2_53447	3	53.342
2_55187	3	53.342
1_0959	3	53.342
2_00955	3	53.342
2_03596	3	53.342
2_06690	3	53.342
2_15514	3	53.342
2_20875	3	53.342
2_21800	3	53.342
2_28421	3	53.342
2_28763	3	53.342
2_29877	3	53.342
2_32781	3	53.342
2_34562	3	53.342
2_37604	3	53.342
2_38143	3	53.342
2_39248	3	53.342
2_39953	3	53.342
2_40724	3	53.342
2_43174	3	53.342
2_43501	3	53.342
2_43952	3	53.342
2_44497	3	53.342
2_44502	3	53.342
2_44826	3	53.342
2_45312	3	53.342
2_45372	3	53.342
2_45620	3	53.342
2_45807	3	53.342
2_47169	3	53.342
2_47286	3	53.342
2_48000	3	53.342
2_51972	3	53.342
2_52111	3	53.342
2_52154	3	53.342
2_52542	3	53.342
2_53383	3	53.342
2_54159	3	53.342
2_02790	3	53.88
2_06919	3	53.88
2_13501	3	53.88
2_29875	3	53.88
2_31008	3	53.88
2_41397	3	53.88
2_42445	3	53.88
2_42855	3	53.88
2_43268	3	53.88
2_44634	3	53.88
2_44814	3	53.88
2_47699	3	53.88
2_48025	3	53.88
2_52094	3	53.88
2_52277	3	53.88
2_54588	3	53.88
2_02791	3	53.88
2_07155	3	53.88
2_09727	3	53.88
2_12174	3	53.88
2_16601	3	53.88
2_20270	3	53.88
2_26576	3	53.88
2_29448	3	53.88
2_38095	3	53.88
2_38336	3	53.88
2_38995	3	53.88
2_39033	3	53.88
2_39862	3	53.88
2_41046	3	53.88
2_41175	3	53.88
2_43918	3	53.88
2_44822	3	53.88
2_47784	3	53.88
2_47974	3	53.88
2_48304	3	53.88
2_49098	3	53.88
2_49360	3	53.88
2_50121	3	53.88
2_51266	3	53.88
2_49598	3	54.417
2_14605	3	54.417
2_40018	3	54.417
2_40190	3	54.417
2_54344	3	54.417
2_15529	3	54.955
2_32584	3	54.955
2_34429	3	54.955
2_32905	3	55.493
1_0968	3	56.03
2_05440	3	56.03
2_10882	3	56.03
2_18992	3	56.03
2_31871	3	56.03
2_46835	3	56.03
2_47177	3	56.03
2_51694	3	56.03
2_23954	3	56.03
2_40693	3	56.03
2_44128	3	56.03
2_49093	3	56.03
2_49185	3	56.03
2_53829	3	56.03
1_0654	3	57.118
2_00771	3	57.118
2_00772	3	57.118
2_00845	3	57.118
2_01601	3	57.118
2_03572	3	57.118
2_05538	3	57.118
2_06322	3	57.118
2_06380	3	57.118
2_09027	3	57.118
2_14187	3	57.118
2_16390	3	57.118
2_16433	3	57.118
2_19410	3	57.118
2_19411	3	57.118
2_25150	3	57.118
2_25271	3	57.118
2_25425	3	57.118
2_26519	3	57.118
2_26697	3	57.118
2_33129	3	57.118
2_37860	3	57.118
2_37891	3	57.118
2_38554	3	57.118
2_38555	3	57.118
2_39099	3	57.118
2_40352	3	57.118
2_40811	3	57.118
2_41140	3	57.118
2_41293	3	57.118
2_41978	3	57.118
2_42324	3	57.118
2_42965	3	57.118
2_43289	3	57.118
2_44067	3	57.118
2_44695	3	57.118
2_44714	3	57.118
2_45054	3	57.118
2_46007	3	57.118
2_46249	3	57.118
2_46288	3	57.118
2_46371	3	57.118
2_46609	3	57.118
2_47243	3	57.118
2_47481	3	57.118
2_53204	3	57.118
2_53645	3	57.118
2_54554	3	57.118
2_54845	3	57.118
2_01600	3	57.118
2_03571	3	57.118
2_05537	3	57.118
2_06323	3	57.118
2_08063	3	57.118
2_08064	3	57.118
2_15653	3	57.118
2_16738	3	57.118
2_17070	3	57.118
2_17474	3	57.118
2_17475	3	57.118
2_25149	3	57.118
2_25426	3	57.118
2_26820	3	57.118
2_29859	3	57.118
2_30271	3	57.118
2_32143	3	57.118
2_38809	3	57.118
2_38810	3	57.118
2_39288	3	57.118
2_40351	3	57.118
2_41413	3	57.118
2_41817	3	57.118
2_41878	3	57.118
2_42061	3	57.118
2_42228	3	57.118
2_43109	3	57.118
2_43143	3	57.118
2_43172	3	57.118
2_43246	3	57.118
2_44040	3	57.118
2_44633	3	57.118
2_45037	3	57.118
2_45218	3	57.118
2_45768	3	57.118
2_46957	3	57.118
2_47219	3	57.118
2_48230	3	57.118
2_48786	3	57.118
2_50733	3	57.118
2_52050	3	57.118
2_52140	3	57.118
2_52721	3	57.118
2_52772	3	57.118
2_54764	3	57.118
2_55384	3	57.118
2_13027	3	57.655
2_26399	3	57.655
2_33053	3	57.655
2_47846	3	57.655
2_49975	3	57.655
2_54259	3	57.655
2_55595	3	57.655
2_03534	3	57.655
1_0953	3	58.193
2_08681	3	58.193
2_44494	3	58.193
2_04400	3	58.73
2_06397	3	58.73
2_17441	3	58.73
2_17572	3	58.73
2_23284	3	58.73
2_24401	3	58.73
2_27109	3	58.73
2_37468	3	58.73
2_37584	3	58.73
2_40766	3	58.73
2_50713	3	58.73
2_50850	3	58.73
2_03089	3	58.73
2_06680	3	58.73
2_06681	3	58.73
2_07792	3	58.73
2_11484	3	58.73
2_18448	3	58.73
2_23283	3	58.73
2_24402	3	58.73
2_37469	3	58.73
2_40323	3	58.73
2_46676	3	58.73
2_53752	3	58.73
2_31939	3	60.954
2_30647	3	60.954
2_45286	3	62.041
2_45894	3	62.041
2_50243	3	62.041
2_50562	3	62.041
2_54655	3	62.041
2_17543	3	62.041
2_49107	3	62.041
2_45224	3	64.265
2_03484	3	65.914
2_07809	3	65.914
2_07811	3	65.914
2_11167	3	65.914
2_25000	3	65.914
2_50997	3	65.914
2_03483	3	65.914
2_07810	3	65.914
2_07812	3	65.914
2_10479	3	65.914
2_18336	3	65.914
2_24189	3	65.914
2_30004	3	65.914
2_39976	3	65.914
2_43455	3	65.914
2_00372	3	66.452
2_12143	3	66.452
2_22916	3	66.452
2_42758	3	66.452
2_50381	3	66.452
2_55063	3	66.452
2_55570	3	66.452
2_00794	3	66.452
2_12776	3	66.452
2_12777	3	66.452
2_26364	3	66.452
2_26365	3	66.452
2_26766	3	66.452
1_0139	3	66.989
1_1369	3	66.989
2_02843	3	66.989
2_02855	3	66.989
2_03397	3	66.989
2_05105	3	66.989
2_08707	3	66.989
2_11941	3	66.989
2_14866	3	66.989
2_21078	3	66.989
2_41058	3	66.989
2_42841	3	66.989
2_51211	3	66.989
2_52147	3	66.989
1_0938	3	66.989
2_02842	3	66.989
2_02854	3	66.989
2_11942	3	66.989
2_12296	3	66.989
2_20558	3	66.989
2_21077	3	66.989
2_22592	3	66.989
2_27796	3	66.989
2_43354	3	66.989
2_44965	3	66.989
2_46949	3	66.989
2_49695	3	66.989
2_53244	3	66.989
1_0831	3	67.527
2_09626	3	67.527
2_09627	3	67.527
2_24380	3	67.527
2_43533	3	67.527
2_50463	3	67.527
1_1075	3	67.527
2_01913	3	67.527
2_19817	3	67.527
2_24378	3	67.527
2_47402	3	67.527
2_11809	3	68.065
2_18098	3	68.065
2_51745	3	68.065
2_18097	3	68.065
2_26280	3	68.065
2_37714	3	68.065
2_49324	3	68.065
2_51359	3	68.065
2_09769	3	68.602
2_23311	3	68.602
2_24809	3	68.602
2_29894	3	68.602
2_00886	3	68.602
2_00887	3	68.602
2_09770	3	68.602
2_23310	3	68.602
2_24811	3	68.602
2_33030	3	68.602
2_00418	3	69.689
2_00419	3	69.689
2_00923	3	69.689
2_09217	3	69.689
2_09218	3	69.689
2_24038	3	69.689
2_24039	3	69.689
2_32193	3	69.689
2_38936	3	69.689
2_45884	3	69.689
2_47773	3	69.689
2_53604	3	69.689
2_05121	3	69.689
2_05122	3	69.689
2_05124	3	69.689
2_18572	3	69.689
2_20837	3	69.689
2_22657	3	69.689
2_41247	3	69.689
2_53279	3	69.689
1_1087	3	70.227
2_03716	3	70.227
2_03970	3	70.227
2_08136	3	70.227
2_08137	3	70.227
2_09856	3	70.227
2_10613	3	70.227
2_15830	3	70.227
2_16265	3	70.227
2_21427	3	70.227
2_26148	3	70.227
2_33280	3	70.227
2_40158	3	70.227
2_46770	3	70.227
2_48707	3	70.227
2_51109	3	70.227
2_52954	3	70.227
2_03971	3	70.227
2_03973	3	70.227
2_05351	3	70.227
2_05505	3	70.227
2_05506	3	70.227
2_06664	3	70.227
2_06665	3	70.227
2_09363	3	70.227
2_09364	3	70.227
2_10614	3	70.227
2_15163	3	70.227
2_15164	3	70.227
2_16266	3	70.227
2_21883	3	70.227
2_23466	3	70.227
2_23467	3	70.227
2_26147	3	70.227
2_43191	3	70.227
2_49812	3	70.227
2_52817	3	70.227
2_01881	3	70.765
2_06573	3	70.765
2_09547	3	70.765
2_23046	3	70.765
2_23047	3	70.765
2_31597	3	70.765
2_46343	3	70.765
2_54379	3	70.765
1_0352	3	70.765
2_05475	3	70.765
2_05476	3	70.765
2_06572	3	70.765
2_08281	3	70.765
2_08282	3	70.765
2_08330	3	70.765
2_08331	3	70.765
2_11463	3	70.765
2_11464	3	70.765
2_14327	3	70.765
2_15771	3	70.765
2_15815	3	70.765
2_17907	3	70.765
2_43678	3	70.765
2_47158	3	70.765
2_52711	3	70.765
2_40995	3	71.302
2_09924	3	71.302
2_54553	3	71.302
2_02045	3	72.389
2_02046	3	72.389
2_05598	3	72.389
2_05599	3	72.389
2_10688	3	72.389
2_10690	3	72.389
2_10691	3	72.389
2_21313	3	72.389
2_21314	3	72.389
2_23841	3	72.389
2_29944	3	72.389
2_37633	3	72.389
2_49302	3	72.389
2_55160	3	72.389
2_05597	3	72.389
2_05600	3	72.389
2_10689	3	72.389
2_23840	3	72.389
2_29943	3	72.389
2_31052	3	72.389
2_43543	3	72.389
2_43652	3	72.389
2_46714	3	72.389
2_03488	3	72.927
2_10368	3	72.927
2_10375	3	72.927
2_14397	3	72.927
2_17772	3	72.927
2_19860	3	72.927
2_20217	3	72.927
2_20740	3	72.927
2_21325	3	72.927
2_24781	3	72.927
2_24782	3	72.927
2_25964	3	72.927
2_33460	3	72.927
2_36017	3	72.927
2_41545	3	72.927
2_41615	3	72.927
2_44529	3	72.927
2_45898	3	72.927
2_50521	3	72.927
2_50829	3	72.927
2_01306	3	72.927
2_03487	3	72.927
2_10367	3	72.927
2_11335	3	72.927
2_11336	3	72.927
2_17771	3	72.927
2_18763	3	72.927
2_20302	3	72.927
2_20739	3	72.927
2_21326	3	72.927
2_28471	3	72.927
2_31179	3	72.927
2_31265	3	72.927
2_32737	3	72.927
2_34570	3	72.927
2_47575	3	72.927
2_54116	3	72.927
2_06743	3	74.014
2_31046	3	74.014
2_18003	3	74.552
2_20843	3	74.552
2_20844	3	74.552
2_22959	3	74.552
2_23844	3	74.552
2_31125	3	74.552
2_33608	3	74.552
2_06745	3	74.552
2_06791	3	74.552
2_14826	3	74.552
2_14827	3	74.552
2_14828	3	74.552
2_18002	3	74.552
2_18785	3	74.552
2_22458	3	74.552
2_29861	3	74.552
2_39797	3	74.552
2_51968	3	74.552
2_01397	3	75.09
2_08089	3	75.09
2_38710	3	75.09
2_19803	3	75.09
2_20457	3	75.09
2_00024	3	76.177
2_04122	3	76.714
2_06499	3	76.714
2_08544	3	76.714
2_11744	3	76.714
2_26362	3	76.714
2_29392	3	76.714
2_31331	3	76.714
2_45695	3	76.714
2_51497	3	76.714
2_53931	3	76.714
2_55391	3	76.714
2_04121	3	76.714
2_06500	3	76.714
2_11743	3	76.714
2_14924	3	76.714
2_17691	3	76.714
2_17692	3	76.714
2_41014	3	76.714
2_51725	3	76.714
2_53981	3	76.714
2_28858	3	77.252
2_28857	3	77.252
2_32771	3	77.252
2_07722	3	77.79
2_10639	3	77.79
2_16043	3	77.79
2_17712	3	77.79
2_29158	3	77.79
2_36249	3	77.79
2_49329	3	77.79
2_14879	3	77.79
2_17713	3	77.79
2_39959	3	77.79
2_43122	3	77.79
2_51238	3	77.79
2_12207	3	78.877
1_0718	3	81.689
2_00326	3	81.689
2_00327	3	81.689
2_09131	3	81.689
2_09132	3	81.689
2_10745	3	81.689
2_12794	3	81.689
2_15367	3	81.689
2_15740	3	81.689
2_16565	3	81.689
2_23376	3	81.689
2_28062	3	81.689
2_30865	3	81.689
2_38772	3	81.689
2_38773	3	81.689
2_48922	3	81.689
2_53362	3	81.689
1_0345	3	81.689
1_0964	3	81.689
1_1452	3	81.689
2_00328	3	81.689
2_10746	3	81.689
2_15741	3	81.689
2_16566	3	81.689
2_24579	3	81.689
2_30927	3	81.689
2_31849	3	81.689
2_53736	3	81.689
2_47283	3	82.226
2_03820	3	83.313
2_03821	3	83.313
2_25489	3	83.313
2_27209	3	83.313
2_29653	3	83.313
2_31831	3	83.313
2_46295	3	83.313
2_05364	3	83.313
2_25490	3	83.313
1_1015	3	83.851
2_04499	3	83.851
2_07104	3	83.851
2_07105	3	83.851
2_10044	3	83.851
2_26528	3	83.851
2_48964	3	83.851
2_52182	3	83.851
2_00381	3	83.851
2_05819	3	83.851
2_08634	3	83.851
2_08635	3	83.851
2_11181	3	83.851
2_28348	3	83.851
2_30472	3	83.851
2_46347	3	83.851
2_48347	3	83.851
2_50337	3	83.851
2_54166	3	83.851
2_00438	3	84.938
2_22175	3	84.938
2_54847	3	84.938
1_0404	3	84.938
2_04101	3	84.938
2_17678	3	84.938
2_23649	3	84.938
2_37593	3	84.938
2_43139	3	84.938
2_44975	3	84.938
2_47591	3	84.938
2_48805	3	84.938
2_51883	3	84.938
2_11270	3	84.938
2_16653	3	86.587
2_27838	3	86.587
2_42541	3	86.587
1_1522	3	86.587
1_0812	3	87.125
2_11588	3	87.663
2_23802	3	87.663
2_32124	3	87.663
2_34044	3	87.663
2_46785	3	87.663
1_0296	3	88.2
2_08442	3	88.2
2_33561	3	88.2
2_42492	3	88.2
2_48593	3	88.2
2_51488	3	88.2
2_54667	3	88.2
2_00968	3	88.2
2_00969	3	88.2
2_05973	3	88.2
2_10715	3	88.2
2_19500	3	88.2
2_28216	3	88.2
2_29124	3	88.2
2_31980	3	88.2
2_42674	3	88.2
2_48454	3	88.2
2_03926	3	88.738
2_03927	3	88.738
2_09271	3	88.738
2_12270	3	88.738
2_12271	3	88.738
2_13041	3	88.738
2_13042	3	88.738
2_16513	3	88.738
2_21250	3	88.738
2_23257	3	88.738
2_45376	3	88.738
2_49249	3	88.738
2_49761	3	88.738
2_53144	3	88.738
2_09270	3	88.738
2_19904	3	88.738
2_19905	3	88.738
2_26635	3	88.738
2_30815	3	88.738
2_33117	3	88.738
2_46485	3	88.738
2_10663	3	89.275
2_23853	3	89.275
2_42486	3	89.275
2_50102	3	89.275
2_54743	3	89.275
1_0491	3	89.275
2_10664	3	89.275
2_11232	3	89.275
2_11233	3	89.275
2_11512	3	89.275
2_21835	3	89.275
2_21836	3	89.275
2_23852	3	89.275
2_41322	3	89.275
2_00535	3	89.813
2_18848	3	89.813
2_40532	3	89.813
2_00420	3	89.813
2_00421	3	89.813
2_18908	3	89.813
2_24667	3	89.813
2_49981	3	89.813
2_05622	3	90.9
2_10178	3	90.9
2_11227	3	90.9
2_12224	3	90.9
2_12225	3	90.9
2_13577	3	90.9
2_34336	3	90.9
2_05623	3	90.9
2_10177	3	90.9
2_10179	3	90.9
2_11226	3	90.9
2_13578	3	90.9
2_18088	3	90.9
2_26750	3	90.9
2_26751	3	90.9
2_26919	3	90.9
2_27761	3	90.9
2_28403	3	90.9
2_33937	3	90.9
2_41663	3	90.9
2_49752	3	90.9
2_52844	3	90.9
2_31958	3	91.438
2_31959	3	91.438
2_34341	3	91.438
2_39493	3	91.438
2_39815	3	91.438
2_14134	3	91.438
2_29766	3	91.438
2_45094	3	91.438
2_01927	3	91.976
2_28604	3	91.976
2_40868	3	91.976
2_50615	3	91.976
2_32860	3	91.976
2_03234	3	92.513
2_11338	3	92.513
2_11340	3	92.513
2_17909	3	92.513
2_18943	3	92.513
2_20305	3	92.513
2_28799	3	92.513
2_31182	3	92.513
2_03233	3	92.513
2_11337	3	92.513
2_17908	3	92.513
2_25784	3	92.513
2_28800	3	92.513
2_46127	3	92.513
2_00030	3	93.6
2_07251	3	93.6
2_08696	3	93.6
2_14692	3	93.6
2_27393	3	93.6
2_32642	3	93.6
2_38765	3	93.6
2_40922	3	93.6
2_05099	3	93.6
2_05100	3	93.6
2_08695	3	93.6
2_08697	3	93.6
2_14691	3	93.6
2_17841	3	93.6
2_18834	3	93.6
2_24069	3	93.6
2_31706	3	93.6
2_42549	3	93.6
2_43388	3	93.6
2_52628	3	94.138
2_43372	3	94.676
2_00657	3	95.219
2_02036	3	95.219
2_05942	3	95.219
2_08371	3	95.219
2_08372	3	95.219
2_08532	3	95.219
2_11541	3	95.219
2_11542	3	95.219
2_13382	3	95.219
2_17795	3	95.219
2_17796	3	95.219
2_18255	3	95.219
2_21356	3	95.219
2_26246	3	95.219
2_26775	3	95.219
2_27620	3	95.219
2_28200	3	95.219
2_29481	3	95.219
2_30455	3	95.219
2_31056	3	95.219
2_34023	3	95.219
2_34097	3	95.219
2_39141	3	95.219
2_41957	3	95.219
1_0772	3	95.219
1_0820	3	95.219
1_0893	3	95.219
2_02035	3	95.219
2_04220	3	95.219
2_07779	3	95.219
2_09130	3	95.219
2_13037	3	95.219
2_15270	3	95.219
2_15271	3	95.219
2_16782	3	95.219
2_17188	3	95.219
2_17337	3	95.219
2_17338	3	95.219
2_18709	3	95.219
2_19049	3	95.219
2_20731	3	95.219
2_24713	3	95.219
2_24714	3	95.219
2_25675	3	95.219
2_26247	3	95.219
2_26791	3	95.219
2_27770	3	95.219
2_27862	3	95.219
2_28061	3	95.219
2_30418	3	95.219
2_31453	3	95.219
2_32655	3	95.219
2_33845	3	95.219
2_34631	3	95.219
2_45606	3	95.219
2_46246	3	95.219
2_00656	3	95.763
2_00659	3	95.763
2_01559	3	95.763
2_01561	3	95.763
2_04004	3	95.763
2_05428	3	95.763
2_06200	3	95.763
2_07419	3	95.763
2_09635	3	95.763
2_12504	3	95.763
2_15081	3	95.763
2_18133	3	95.763
2_19212	3	95.763
2_20552	3	95.763
2_20553	3	95.763
2_21418	3	95.763
2_21419	3	95.763
2_22031	3	95.763
2_22032	3	95.763
2_22798	3	95.763
2_26161	3	95.763
2_26207	3	95.763
2_39092	3	95.763
2_39284	3	95.763
2_39853	3	95.763
2_44523	3	95.763
2_47210	3	95.763
2_50741	3	95.763
2_51678	3	95.763
2_00458	3	95.763
2_00658	3	95.763
2_01560	3	95.763
2_04126	3	95.763
2_07356	3	95.763
2_07420	3	95.763
2_09636	3	95.763
2_12505	3	95.763
2_12787	3	95.763
2_12788	3	95.763
2_15080	3	95.763
2_17087	3	95.763
2_17088	3	95.763
2_17438	3	95.763
2_17439	3	95.763
2_18132	3	95.763
2_19111	3	95.763
2_19112	3	95.763
2_20353	3	95.763
2_20354	3	95.763
2_22799	3	95.763
2_23451	3	95.763
2_33233	3	95.763
2_34692	3	95.763
2_47534	3	95.763
2_52892	3	95.763
2_08177	3	107.834
2_19731	3	107.834
2_23200	3	107.834
2_23201	3	107.834
2_23225	3	107.834
2_24692	3	107.834
2_44335	3	107.834
2_44452	3	107.834
1_1028	3	107.834
2_04316	3	107.834
2_04317	3	107.834
2_07903	3	107.834
2_13014	3	107.834
2_54958	3	107.834
2_18035	3	108.372
2_20827	3	108.372
2_18036	3	108.372
2_23226	3	108.372
2_28320	3	108.372
2_52856	3	108.372
2_08965	3	108.909
2_28024	3	108.909
2_28319	3	108.909
2_41854	3	108.909
2_51594	3	108.909
2_42374	3	109.447
2_22149	3	109.985
2_44392	3	109.985
2_47657	3	109.985
1_0921	3	110.522
2_17009	3	110.522
2_21975	3	110.522
2_17008	3	110.522
2_31592	3	110.522
2_49373	3	110.522
2_16924	3	111.06
2_28171	3	112.147
1_0236	3	113.234
1_0882	3	113.234
1_1287	3	113.234
2_00907	3	113.234
2_00989	3	113.234
2_00997	3	113.234
2_00998	3	113.234
2_01348	3	113.234
2_03722	3	113.234
2_03723	3	113.234
2_04326	3	113.234
2_04683	3	113.234
2_04684	3	113.234
2_05389	3	113.234
2_05579	3	113.234
2_05580	3	113.234
2_06600	3	113.234
2_06984	3	113.234
2_06985	3	113.234
2_07689	3	113.234
2_09738	3	113.234
2_10081	3	113.234
2_10598	3	113.234
2_10599	3	113.234
2_10804	3	113.234
2_11342	3	113.234
2_11657	3	113.234
2_12089	3	113.234
2_15661	3	113.234
2_15704	3	113.234
2_17343	3	113.234
2_17345	3	113.234
2_17433	3	113.234
2_17845	3	113.234
2_17942	3	113.234
2_18138	3	113.234
2_18139	3	113.234
2_18197	3	113.234
2_20616	3	113.234
2_20617	3	113.234
2_21305	3	113.234
2_22521	3	113.234
2_25026	3	113.234
2_27694	3	113.234
2_28225	3	113.234
2_28226	3	113.234
2_28556	3	113.234
2_31021	3	113.234
2_31695	3	113.234
2_32024	3	113.234
2_32262	3	113.234
2_33145	3	113.234
2_33433	3	113.234
2_33668	3	113.234
2_37625	3	113.234
2_40565	3	113.234
2_41385	3	113.234
2_45642	3	113.234
2_45902	3	113.234
2_53508	3	113.234
2_54090	3	113.234
1_0102	3	113.234
2_00470	3	113.234
2_00906	3	113.234
2_01730	3	113.234
2_01731	3	113.234
2_05388	3	113.234
2_06601	3	113.234
2_07690	3	113.234
2_08058	3	113.234
2_09645	3	113.234
2_09658	3	113.234
2_10082	3	113.234
2_10160	3	113.234
2_10805	3	113.234
2_11341	3	113.234
2_12365	3	113.234
2_12366	3	113.234
2_15925	3	113.234
2_17160	3	113.234
2_17344	3	113.234
2_17846	3	113.234
2_18198	3	113.234
2_18937	3	113.234
